"query","13.3 (Platform) & 4.0 (CMS)","./libraries/fof/database/database.php"
"getConnectors","13.1 (Platform) & 4.0 (CMS)","./libraries/fof/database/database.php"
"getErrorMsg","13.3 (Platform) & 4.0 (CMS)","./libraries/fof/database/database.php"
"getErrorNum","13.3 (Platform) & 4.0 (CMS)","./libraries/fof/database/database.php"
"getInstance","13.1 (Platform) & 4.0 (CMS)","./libraries/fof/database/database.php"
"splitSql","13.1 (Platform) & 4.0 (CMS)","./libraries/fof/database/database.php"
"stderr","13.3 (Platform) & 4.0 (CMS)","./libraries/fof/database/database.php"
"test","12.3 (Platform) & 4.0 (CMS) - Use FOFDatabaseDriver::isSupported() instead.","./libraries/fof/database/database.php"
"getErrorNum","13.3 (Platform) & 4.0 (CMS)","./libraries/fof/database/driver/joomla.php"
"__construct","Will be removed when the minimum supported PHP version no longer includes the deprecated PHP `mysql` extension","./libraries/fof/database/driver/mysql.php"
"loadNextObject","4.0 (CMS)  Use getIterator() instead","./libraries/fof/database/driver/pdo.php"
"loadNextRow","4.0 (CMS)  Use getIterator() instead","./libraries/fof/database/driver/pdo.php"
"getConnectors","12.1","./libraries/fof/database/driver.php"
"getUTFSupport","12.3 (Platform) & 4.0 (CMS) - Use hasUTFSupport() instead","./libraries/fof/database/driver.php"
"loadNextObject","12.3 (Platform) & 4.0 (CMS) - Use getIterator() instead","./libraries/fof/database/driver.php"
"loadNextRow","4.0 (CMS)  Use FOFDatabaseDriver::getIterator() instead","./libraries/fof/database/driver.php"
"parse","2.0","./libraries/fof/less/less.php"
"checkVersion","Use PHP's version_compare against JVERSION in your code. This method is scheduled for removal in FOF 3.0","./libraries/fof/platform/interface.php"
"&getNew","2.1","./libraries/fof/query/abstract.php"
"getFields","2.1","./libraries/fof/table/table.php"
"__construct","2.1","./libraries/fof/utils/object/object.php"
"__construct","13.3","./libraries/fof/view/view.php"
"assign","13.3 Use native PHP syntax.","./libraries/fof/view/view.php"
"assignRef","13.3  Use native PHP syntax.","./libraries/fof/view/view.php"
"setEscape","2.1  Override FOFView::escape() instead.","./libraries/fof/view/view.php"
"addMap","3.7.0  Use the `joomla/router` package via Composer instead","./libraries/joomla/application/web/router/base.php"
"execute","3.7.0  Use the `joomla/router` package via Composer instead","./libraries/joomla/application/web/router/rest.php"
"__construct","3.7.0  Use the `joomla/router` package via Composer instead","./libraries/joomla/application/web/router.php"
"extract","4.0 use the Joomla\Archive\Archive class instead","./libraries/joomla/archive/archive.php"
"getAdapter","4.0 use the Joomla\Archive\Archive class instead","./libraries/joomla/archive/archive.php"
"extract","4.0 use the Joomla\Archive\Bzip2 class instead","./libraries/joomla/archive/bzip2.php"
"extract","4.0 use the Joomla\Archive\ExtractableInterface interface instead","./libraries/joomla/archive/extractable.php"
"extract","4.0 use the Joomla\Archive\Gzip class instead","./libraries/joomla/archive/gzip.php"
"extract","4.0 use the Joomla\Archive\Tar class instead","./libraries/joomla/archive/tar.php"
"extract","4.0 use the Joomla\Archive\Archive class instead","./libraries/joomla/archive/wrapper/archive.php"
"getAdapter","4.0 use the Joomla\Archive\Archive class instead","./libraries/joomla/archive/wrapper/archive.php"
"create","4.0 use the Joomla\Archive\Zip class instead","./libraries/joomla/archive/zip.php"
"query","13.3 (Platform) & 4.0 (CMS)","./libraries/joomla/database/database.php"
"getConnectors","13.1 (Platform) & 4.0 (CMS)","./libraries/joomla/database/database.php"
"getErrorMsg","13.3 (Platform) & 4.0 (CMS)","./libraries/joomla/database/database.php"
"getErrorNum","13.3 (Platform) & 4.0 (CMS)","./libraries/joomla/database/database.php"
"getInstance","13.1 (Platform) & 4.0 (CMS)","./libraries/joomla/database/database.php"
"splitSql","13.1 (Platform) & 4.0 (CMS)","./libraries/joomla/database/database.php"
"stderr","13.3 (Platform) & 4.0 (CMS)","./libraries/joomla/database/database.php"
"test","12.3 (Platform) & 4.0 (CMS) - Use JDatabaseDriver::isSupported() instead.","./libraries/joomla/database/database.php"
"__construct","4.0  Use MySQLi or PDO MySQL instead","./libraries/joomla/database/driver/mysql.php"
"loadNextObject","4.0 (CMS)  Use getIterator() instead","./libraries/joomla/database/driver/pdo.php"
"loadNextRow","4.0 (CMS)  Use getIterator() instead","./libraries/joomla/database/driver/pdo.php"
"getConnectors","12.1","./libraries/joomla/database/driver.php"
"getUTFSupport","12.3 (Platform) & 4.0 (CMS) - Use hasUTFSupport() instead","./libraries/joomla/database/driver.php"
"loadNextObject","12.3 (Platform) & 4.0 (CMS) - Use getIterator() instead","./libraries/joomla/database/driver.php"
"loadNextRow","4.0 (CMS)  Use JDatabaseDriver::getIterator() instead","./libraries/joomla/database/driver.php"
"check","4.0  Use MySQLi or PDO MySQL instead","./libraries/joomla/database/exporter/mysql.php"
"check","4.0  Use MySQLi or PDO MySQL instead","./libraries/joomla/database/importer/mysql.php"
"count","4.0  Use MySQLi or PDO MySQL instead","./libraries/joomla/database/iterator/mysql.php"
"getInstance","4.0  The CMS' Event classes will be replaced with the `joomla/event` package","./libraries/joomla/event/dispatcher.php"
"__construct","4.0  The CMS' Event classes will be replaced with the `joomla/event` package","./libraries/joomla/event/event.php"
"getAlbum","4.0  Use the `joomla/facebook` package via Composer instead","./libraries/joomla/facebook/album.php"
"getCheckin","4.0  Use the `joomla/facebook` package via Composer instead","./libraries/joomla/facebook/checkin.php"
"getComment","4.0  Use the `joomla/facebook` package via Composer instead","./libraries/joomla/facebook/comment.php"
"getEvent","4.0  Use the `joomla/facebook` package via Composer instead","./libraries/joomla/facebook/event.php"
"__construct","4.0  Use the `joomla/facebook` package via Composer instead","./libraries/joomla/facebook/facebook.php"
"getGroup","4.0  Use the `joomla/facebook` package via Composer instead","./libraries/joomla/facebook/group.php"
"getLink","4.0  Use the `joomla/facebook` package via Composer instead","./libraries/joomla/facebook/link.php"
"getNote","4.0  Use the `joomla/facebook` package via Composer instead","./libraries/joomla/facebook/note.php"
"__construct","4.0  Use the `joomla/facebook` package via Composer instead","./libraries/joomla/facebook/oauth.php"
"__construct","4.0  Use the `joomla/facebook` package via Composer instead","./libraries/joomla/facebook/object.php"
"getPhoto","4.0  Use the `joomla/facebook` package via Composer instead","./libraries/joomla/facebook/photo.php"
"getPost","4.0  Use the `joomla/facebook` package via Composer instead","./libraries/joomla/facebook/post.php"
"getStatus","4.0  Use the `joomla/facebook` package via Composer instead","./libraries/joomla/facebook/status.php"
"getUser","4.0  Use the `joomla/facebook` package via Composer instead","./libraries/joomla/facebook/user.php"
"getVideo","4.0  Use the `joomla/facebook` package via Composer instead","./libraries/joomla/facebook/video.php"
"read","13.3 (Platform) & 4.0 (CMS) - Use the native file_get_contents() instead.","./libraries/joomla/filesystem/file.php"
"getName","13.3 (Platform) & 4.0 (CMS) - Use basename() instead.","./libraries/joomla/filesystem/file.php"
"getInput","4.0  Use JFormFieldSubform","./libraries/joomla/form/fields/repeatable.php"
"getSuggestions","4.0  Use getOptions instead","./libraries/joomla/form/fields/text.php"
"getInput","3.5","./libraries/joomla/form/fields/usergroup.php"
"createAuthorisation","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/account.php"
"deleteAuthorisation","use authorization->delete()","./libraries/joomla/github/account.php"
"editAuthorisation","use authorization->edit()","./libraries/joomla/github/account.php"
"getAuthorisation","use authorization->get()","./libraries/joomla/github/account.php"
"getAuthorisations","use authorization->getList()","./libraries/joomla/github/account.php"
"getRateLimit","use authorization->getRateLimit()","./libraries/joomla/github/account.php"
"create","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/commits.php"
"createCommitComment","use repositories->comments->create()","./libraries/joomla/github/commits.php"
"deleteCommitComment","use repositories->comments->delete()","./libraries/joomla/github/commits.php"
"editCommitComment","use repositories->comments->edit()","./libraries/joomla/github/commits.php"
"getCommit","use repositories->commits->get()","./libraries/joomla/github/commits.php"
"getCommitComment","use repositories->comments->get()","./libraries/joomla/github/commits.php"
"getCommitComments","use repositories->comments->getList()","./libraries/joomla/github/commits.php"
"getDiff","use repositories->commits->compare()","./libraries/joomla/github/commits.php"
"getList","use repositories->commits->getList()","./libraries/joomla/github/commits.php"
"getListComments","use repositories->comments->getListRepository()","./libraries/joomla/github/commits.php"
"create","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/forks.php"
"getList","use repositories->forks->getList()","./libraries/joomla/github/forks.php"
"__construct","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/github.php"
"create","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/hooks.php"
"delete","use repositories->hooks->delete()","./libraries/joomla/github/hooks.php"
"edit","use repositories->hooks->edit()","./libraries/joomla/github/hooks.php"
"get","use repositories->hooks->get()","./libraries/joomla/github/hooks.php"
"getList","use repositories->hooks->getList()","./libraries/joomla/github/hooks.php"
"test","use repositories->hooks->test()","./libraries/joomla/github/hooks.php"
"__construct","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/http.php"
"getMeta","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/meta.php"
"getList","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/milestones.php"
"get","use issues->milestones->get()","./libraries/joomla/github/milestones.php"
"create","use issues->milestones->create()","./libraries/joomla/github/milestones.php"
"edit","use issues->milestones->edit()","./libraries/joomla/github/milestones.php"
"delete","use issues->milestones->delete()","./libraries/joomla/github/milestones.php"
"__construct","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/object.php"
"getPublic","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/activity/events.php"
"getList","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/activity/notifications.php"
"getList","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/activity/starring.php"
"getList","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/activity/watching.php"
"create","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/authorization.php"
"get","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/data/blobs.php"
"get","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/data/commits.php"
"get","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/data/refs.php"
"get","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/data/tags.php"
"get","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/data/trees.php"
"create","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/gists/comments.php"
"create","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/gists.php"
"createComment","use gists->comments->create()","./libraries/joomla/github/package/gists.php"
"deleteComment","use gists->comments->delete()","./libraries/joomla/github/package/gists.php"
"editComment","use gists->comments->edit()","./libraries/joomla/github/package/gists.php"
"getComment","use gists->comments->get()","./libraries/joomla/github/package/gists.php"
"getComments","use gists->comments->getList()","./libraries/joomla/github/package/gists.php"
"getList","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/gitignore.php"
"getList","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/issues/assignees.php"
"getList","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/issues/comments.php"
"getList","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/issues/events.php"
"getList","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/issues/labels.php"
"getList","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/issues/milestones.php"
"create","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/issues.php"
"createComment","use issues->comments->create()","./libraries/joomla/github/package/issues.php"
"createLabel","use issues->labels->create()","./libraries/joomla/github/package/issues.php"
"deleteComment","use issues->comments->delete()","./libraries/joomla/github/package/issues.php"
"deleteLabel","use issues->labels->delete()","./libraries/joomla/github/package/issues.php"
"editComment","use issues->comments->edit()","./libraries/joomla/github/package/issues.php"
"editLabel","use issues->labels->update()","./libraries/joomla/github/package/issues.php"
"getComment","use issues->comments->get()","./libraries/joomla/github/package/issues.php"
"getComments","use issues->comments->getList()","./libraries/joomla/github/package/issues.php"
"getLabel","use issues->labels->get()","./libraries/joomla/github/package/issues.php"
"getLabels","use issues->labels->getList()","./libraries/joomla/github/package/issues.php"
"render","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/markdown.php"
"getList","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/orgs/members.php"
"getList","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/orgs/teams.php"
"getList","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/orgs.php"
"create","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/pulls/comments.php"
"create","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/pulls.php"
"createComment","use pulls->comments->create()","./libraries/joomla/github/package/pulls.php"
"createCommentReply","use pulls->comments->createReply()","./libraries/joomla/github/package/pulls.php"
"deleteComment","use pulls->comments->delete()","./libraries/joomla/github/package/pulls.php"
"editComment","use pulls->comments->edit()","./libraries/joomla/github/package/pulls.php"
"getComment","use pulls->comments->get()","./libraries/joomla/github/package/pulls.php"
"getComments","use pulls->comments->getList()","./libraries/joomla/github/package/pulls.php"
"getList","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/repositories/collaborators.php"
"getListRepository","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/repositories/comments.php"
"getList","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/repositories/commits.php"
"getReadme","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/repositories/contents.php"
"getList","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/repositories/downloads.php"
"create","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/repositories/forks.php"
"create","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/repositories/hooks.php"
"getList","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/repositories/keys.php"
"perform","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/repositories/merging.php"
"getListContributors","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/repositories/statistics.php"
"create","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/repositories/statuses.php"
"getListOwn","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/repositories.php"
"issues","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/search.php"
"getList","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/users/emails.php"
"getList","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/users/followers.php"
"getListUser","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/users/keys.php"
"get","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package/users.php"
"getUser","use users->get()","./libraries/joomla/github/package/users.php"
"updateUser","use users->edit()","./libraries/joomla/github/package/users.php"
"getUsers","use users->getList()","./libraries/joomla/github/package/users.php"
"__get","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/package.php"
"create","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/refs.php"
"edit","use data->refs->edit()","./libraries/joomla/github/refs.php"
"get","use data->refs->get()","./libraries/joomla/github/refs.php"
"getList","use data->refs->getList()","./libraries/joomla/github/refs.php"
"create","4.0  Use the `joomla/github` package via Composer instead","./libraries/joomla/github/statuses.php"
"getList","use repositories->statuses->getList()","./libraries/joomla/github/statuses.php"
"__construct","4.0  Use the `joomla/google` package via Composer instead","./libraries/joomla/google/auth/oauth2.php"
"authenticate","4.0  Use the `joomla/google` package via Composer instead","./libraries/joomla/google/auth.php"
"__construct","4.0  Use the `joomla/google` package via Composer instead","./libraries/joomla/google/data/adsense.php"
"__construct","4.0  Use the `joomla/google` package via Composer instead","./libraries/joomla/google/data/calendar.php"
"__construct","4.0  Use the `joomla/google` package via Composer instead","./libraries/joomla/google/data/picasa/album.php"
"__construct","4.0  Use the `joomla/google` package via Composer instead","./libraries/joomla/google/data/picasa/photo.php"
"__construct","4.0  Use the `joomla/google` package via Composer instead","./libraries/joomla/google/data/picasa.php"
"__construct","4.0  Use the `joomla/google` package via Composer instead","./libraries/joomla/google/data/plus/activities.php"
"__construct","4.0  Use the `joomla/google` package via Composer instead","./libraries/joomla/google/data/plus/comments.php"
"__construct","4.0  Use the `joomla/google` package via Composer instead","./libraries/joomla/google/data/plus/people.php"
"__construct","4.0  Use the `joomla/google` package via Composer instead","./libraries/joomla/google/data/plus.php"
"__construct","4.0  Use the `joomla/google` package via Composer instead","./libraries/joomla/google/data.php"
"getCode","4.0  Use the `joomla/google` package via Composer instead","./libraries/joomla/google/embed/analytics.php"
"__construct","4.0  Use the `joomla/google` package via Composer instead","./libraries/joomla/google/embed/maps.php"
"__construct","4.0  Use the `joomla/google` package via Composer instead","./libraries/joomla/google/embed.php"
"__construct","4.0  Use the `joomla/google` package via Composer instead","./libraries/joomla/google/google.php"
"__construct","4.0 This class will be removed without any replacement","./libraries/joomla/grid/grid.php"
"createPassphraseFile","4.0  Deprecated without replacement","./libraries/joomla/keychain/keychain.php"
"__construct","4.0  Use the `joomla/oauth1` framework package that will be bundled instead","./libraries/joomla/oauth1/client.php"
"__construct","4.0  Use the `joomla/oauth2` framework package that will be bundled instead","./libraries/joomla/oauth2/client.php"
"createChangeset","4.0  Use the `joomla/openstreetmap` package via Composer instead","./libraries/joomla/openstreetmap/changesets.php"
"createNode","4.0  Use the `joomla/openstreetmap` package via Composer instead","./libraries/joomla/openstreetmap/elements.php"
"retrieveGps","4.0  Use the `joomla/openstreetmap` package via Composer instead","./libraries/joomla/openstreetmap/gps.php"
"getCapabilities","4.0  Use the `joomla/openstreetmap` package via Composer instead","./libraries/joomla/openstreetmap/info.php"
"__construct","4.0  Use the `joomla/openstreetmap` package via Composer instead","./libraries/joomla/openstreetmap/oauth.php"
"__construct","4.0  Use the `joomla/openstreetmap` package via Composer instead","./libraries/joomla/openstreetmap/object.php"
"__construct","4.0  Use the `joomla/openstreetmap` package via Composer instead","./libraries/joomla/openstreetmap/openstreetmap.php"
"getDetails","4.0  Use the `joomla/openstreetmap` package via Composer instead","./libraries/joomla/openstreetmap/user.php"
"isCompatible","4.0  Deprecated without replacement","./libraries/joomla/platform.php"
"getShortVersion","4.0  Deprecated without replacement","./libraries/joomla/platform.php"
"getLongVersion","4.0  Deprecated without replacement","./libraries/joomla/platform.php"
"_","4.0 Will be removed without replacement","./libraries/joomla/route/wrapper/route.php"
"start","4.0  The CMS' Session classes will be replaced with the `joomla/session` package","./libraries/joomla/session/handler/interface.php"
"__construct","4.0  The CMS' Session classes will be replaced with the `joomla/session` package","./libraries/joomla/session/handler/joomla.php"
"start","4.0  The CMS' Session classes will be replaced with the `joomla/session` package","./libraries/joomla/session/handler/native.php"
"__construct","4.0  The CMS' Session classes will be replaced with the `joomla/session` package","./libraries/joomla/session/storage/apc.php"
"read","4.0  The CMS' Session classes will be replaced with the `joomla/session` package","./libraries/joomla/session/storage/database.php"
"__construct","4.0  The CMS' Session classes will be replaced with the `joomla/session` package","./libraries/joomla/session/storage/memcache.php"
"__construct","4.0  The CMS' Session classes will be replaced with the `joomla/session` package","./libraries/joomla/session/storage/memcached.php"
"register","4.0  The CMS' Session classes will be replaced with the `joomla/session` package","./libraries/joomla/session/storage/none.php"
"__construct","4.0  The CMS' Session classes will be replaced with the `joomla/session` package","./libraries/joomla/session/storage/wincache.php"
"__construct","4.0  The CMS' Session classes will be replaced with the `joomla/session` package","./libraries/joomla/session/storage/xcache.php"
"__construct","4.0  The CMS' Session classes will be replaced with the `joomla/session` package","./libraries/joomla/session/storage.php"
"test","12.3 (Platform) & 4.0 (CMS) - Use JSessionStorage::isSupported() instead.","./libraries/joomla/session/storage.php"
"splitCamelCase","4.0  Use {@link \Joomla\String\StringHelper} instead unless otherwise noted.","./libraries/joomla/string/string.php"
"parse_url","4.0 (CMS) - Use {@link \Joomla\Uri\UriHelper::parse_url()} instead.","./libraries/joomla/string/string.php"
"fromCamelCase","4.0 Will be removed without replacement","./libraries/joomla/string/wrapper/normalise.php"
"toPunycode","4.0 Will be removed without replacement","./libraries/joomla/string/wrapper/punycode.php"
"getBlocking","4.0  Use the `joomla/twitter` package via Composer instead","./libraries/joomla/twitter/block.php"
"getDirectMessages","4.0  Use the `joomla/twitter` package via Composer instead","./libraries/joomla/twitter/directmessages.php"
"getFavorites","4.0  Use the `joomla/twitter` package via Composer instead","./libraries/joomla/twitter/favorites.php"
"getFriendIds","4.0  Use the `joomla/twitter` package via Composer instead","./libraries/joomla/twitter/friends.php"
"getLanguages","4.0  Use the `joomla/twitter` package via Composer instead","./libraries/joomla/twitter/help.php"
"getLists","4.0  Use the `joomla/twitter` package via Composer instead","./libraries/joomla/twitter/lists.php"
"__construct","4.0  Use the `joomla/twitter` package via Composer instead","./libraries/joomla/twitter/oauth.php"
"__construct","4.0  Use the `joomla/twitter` package via Composer instead","./libraries/joomla/twitter/object.php"
"getPlace","4.0  Use the `joomla/twitter` package via Composer instead","./libraries/joomla/twitter/places.php"
"updateProfile","4.0  Use the `joomla/twitter` package via Composer instead","./libraries/joomla/twitter/profile.php"
"search","4.0  Use the `joomla/twitter` package via Composer instead","./libraries/joomla/twitter/search.php"
"getTweetById","4.0  Use the `joomla/twitter` package via Composer instead","./libraries/joomla/twitter/statuses.php"
"getTrends","4.0  Use the `joomla/twitter` package via Composer instead","./libraries/joomla/twitter/trends.php"
"__construct","4.0  Use the `joomla/twitter` package via Composer instead","./libraries/joomla/twitter/twitter.php"
"getUsersLookup","4.0  Use the `joomla/twitter` package via Composer instead","./libraries/joomla/twitter/users.php"
"toInteger","4.0 Use Joomla\Utilities\ArrayHelper instead","./libraries/joomla/utilities/arrayhelper.php"
"toObject","4.0 Use Joomla\Utilities\ArrayHelper::toObject instead","./libraries/joomla/utilities/arrayhelper.php"
"toString","4.0 Use Joomla\Utilities\ArrayHelper::toString instead","./libraries/joomla/utilities/arrayhelper.php"
"fromObject","4.0 Use Joomla\Utilities\ArrayHelper::fromObject instead","./libraries/joomla/utilities/arrayhelper.php"
"getColumn","4.0 Use Joomla\Utilities\ArrayHelper::getColumn instead","./libraries/joomla/utilities/arrayhelper.php"
"getValue","4.0 Use Joomla\Utilities\ArrayHelper::getValue instead","./libraries/joomla/utilities/arrayhelper.php"
"invert","4.0 Use Joomla\Utilities\ArrayHelper::invert instead","./libraries/joomla/utilities/arrayhelper.php"
"isAssociative","4.0 Use Joomla\Utilities\ArrayHelper::isAssociative instead","./libraries/joomla/utilities/arrayhelper.php"
"pivot","4.0 Use Joomla\Utilities\ArrayHelper::pivot instead","./libraries/joomla/utilities/arrayhelper.php"
"sortObjects","4.0 Use Joomla\Utilities\ArrayHelper::sortObjects instead","./libraries/joomla/utilities/arrayhelper.php"
"arrayUnique","4.0 Use Joomla\Utilities\ArrayHelper::arrayUnique instead","./libraries/joomla/utilities/arrayhelper.php"
"__construct","3.2  Use CMSApplication instead unless specified otherwise","./libraries/legacy/application/application.php"
"getInstance","3.2  Use JApplicationCms::getInstance() instead","./libraries/legacy/application/application.php"
"initialise","3.2","./libraries/legacy/application/application.php"
"route","3.2","./libraries/legacy/application/application.php"
"dispatch","3.2","./libraries/legacy/application/application.php"
"render","3.2","./libraries/legacy/application/application.php"
"redirect","3.2","./libraries/legacy/application/application.php"
"enqueueMessage","3.2","./libraries/legacy/application/application.php"
"getMessageQueue","3.2","./libraries/legacy/application/application.php"
"getCfg","3.2","./libraries/legacy/application/application.php"
"getName","3.2","./libraries/legacy/application/application.php"
"getUserState","3.2","./libraries/legacy/application/application.php"
"setUserState","3.2","./libraries/legacy/application/application.php"
"getUserStateFromRequest","3.2","./libraries/legacy/application/application.php"
"login","3.2","./libraries/legacy/application/application.php"
"logout","3.2","./libraries/legacy/application/application.php"
